"id","category","text"
72,1,"17929 32061 19559 23914 31452 33718 31368 14167 8339 3225 35148 2138 16347 10926 249 17788 24671 26664 26021 7839 8880 5760 21263 18627 21263 23985 11042 21263 4451 13185 11281 7839 33597 22010 33047 16211 8844 11069 33629 3225 379 83 20586 33597 3865 27921 20685 5364 18553 19176 21263 18829 5695 22887 35138 17595 29553 33047 3603 7839 13567 18858 3225 4891 3800 33667 83 3997 33597 32061 3090 9709 3445 21242 880 21661 10926 21263 33597 22959 5384 12480 20184 27421 6019 33026 9282 28287 5442 7839 3948 4250 7839 33597 32605 7839 24099 21661 14194 5384 21486 28287 3225 10431 24188 33481 21263 32450 34591 21263 32674 7748 249 33597 15392 33047 33597 32061 21263 18627 2138 30269 22887 7839 25258 7258 1988 20688 23937 880 33597 26407 33047 33597 33629 3225 18764 4854 10926 249 17298 26021 33718 32742 9833 26606 26785 14167 21197 83 33597 34855 30581 26404 33597 10167 33047 7258 10730 16691 3225 17929 32061 33736 20708 7839 10926 249 18334 32160 6367 17788 29146 21263 7258 26480 11001 10926 16569 17788 26021 20685 22566 1613 33718 3225 17929 6367 14167 11113 28245 31061 20699 10485 27633 8005 27340 21303 33597 16082 31226 13455 21263 7258 30689 3225 4891 3800 33667 33597 6019 9282 28287 26249 34245 30184 35014 3948 7258 3865 9854 7839 33597 28797 28175 28287 880 21661 10926 13478 7839 7343 17788 21486 3225 13126 7258 30282 17850 33597 3425 23739 33047 13825 21263 20704 3800 31149 28287 20486 26039 28287 3225 4854 10926 26606 6393 83 17788 31524 4424 27812 33597 24272 3847 8880 20671 25123 26021 31375 29618 3225 17929 17788 3725 33667 21661 10926 26245 7444 13166 16435 7839 11219 249 7258 30245 4215 33718 33597 4078 32061 3225 17929 17788 24671 26664 25425 14921 31061 33667 681 30584 5234 7839 12904 21387 3865 17788 6261 11107 31525 7839 9348 33597 9786 19946 21661 10926 3225"
73,2,"28287 26238 33718 32967 15035 21263 83 31061 15522 33597 15336 10487 33047 33597 11869 9913 5384 13004 31768 3225 28044 16476 12903 12368 16840 10078 10845 25497 880 33597 22844 11556 83 8005 26245 3948 1239 7839 4121 8005 3225 28287 18764 34591 10811 33463 7839 25186 33597 19994 33047 31377 15196 30584 7839 3948 28356 16421 3225 28287 17929 16281 33047 34632 32061 4451 6265 29119 21263 22615 5384 17456 29428 30931 9349 9124 3225 8630 34425 24188 346 1854 33718 17850 33597 2379 16435 33718 21022 3225 35148 5948 33597 13004 249 7258 28385 33047 3706 7839 1465 9868 1194 13547 3823 13004 1413 21263 6780 7839 654 21242 3225 35070 4015 4451 3948 32886 1194 33597 1465 3378 3225 26220 21525 35111 19466 31061 5610 7839 9370 19220 19511 11123 1470 33047 33597 3865 31525 19946 957 644 3225 34414 6117 33385 23156 5286 28492 5552 14921 13214 13387 22485 83 33597 9189 33047 9150 33047 27375 26401 20685 17266 33597 26366 33047 30245 28391 3836 33597 18998 3089 3225 17929 30616 33047 33597 3865 31525 28043 3792 33597 16281 33047 34632 32061 19559 23914 17204 272 28287 31375 3766 7839 26606 15522 7258 12346 28287 21263 4891 13387 33667 3225 18764 7258 15511 8910 26883 33667 33597 18305 272 9709 13547 33597 3865 31524 2109 28287 33597 33463 33047 26771 33311 28287 3225 4891 13387 32251 33597 1465 3378 7839 23116 17850 32193 33597 28287 957 11381 28287 20685 28287 15782 33597 5802 33047 1465 11381 28287 3225 25001 13516 28287 28356 16421 28287 33597 9189 33047 26401 7839 19716 8844 15196 19800 5802 33047 1465 31524 20502 23914 31452 19946 17761 6443 3225 17039 2314 33667 26401 35014 16476 3948 24737 32450 14314 23419 28287 10078 31812 21785 28287 21263 4891 13516 33667 3225 17929 19594 5384 33597 33385 2056 26606 2650 33597 30616 33047 33597 3865 31525 3225 4891 13516 33667 11809 28287 17929 3865 32061 33047 18463 1378 8005 16816 12082 83 7839 4121 33311 33718 10408 7839 19716 8844 15196 30526 7258 27660 32464 3225 28287 26539 33667 30184 272 14208 12082 2314 19946 33597 644 33047 26401 7600 33718 7258 23745 33047 4147 30931 33597 7822 14157 3225 27645 26401 24188 6780 7839 33597 5802 33047 1465 31524 21263 9872 33597 26771 14678 272 33597 25663 33047 33597 957 21263 33667 4891 13516 3225 24125 28391 957 9467"
74,1,"13126 19883 7839 33597 31830 32433 21263 20967 1605 33736 4451 7444 33011 10937 7839 13211 26268 3987 3225 35148 5980 83 8005 11397 7378 21563 11074 27421 1167 18035 2237 14106 4092 33026 18108 33597 32937 33047 9636 32450 8005 30584 7839 26268 18022 5968 3225 17929 4143 24363 30584 13336 83 16347 18022 6667 4451 2718 7839 3805 20153 15743 19946 18022 30417 11156 3225 20967 34525 32843 249 7378 16347 33597 17407 15927 33718 18022 9586 19946 12776 5384 23669 33597 796 3225 28894 6667 26606 874 7839 2718 7839 33597 20927 22814 3353 34226 3225 34414 22448 21086 21263 332 33047 19555 6667 14167 31647 31009 26274 267 18627 32988 33597 298 11156 14167 540 18022 17001 17850 18627 8005 4451 15919 33597 7838 35023 3225 3739 9545 16268 3740 8988 33178 3353 34226 5384 6667 26606 15522 486 880 7258 6343 11042 33718 32193 33597 24363 30584 22557 3225 20967 1605 33736 30584 18351 28031 7839 14732 22887 30931 29656 33597 24363 3225 17929 24363 18018 7258 11556 34022 33047 34337 11074 33718 33597 4393 1673 31688 9636 3225 2420 7839 18022 29049 21263 20967 1605 272 5128 26094 1194 4682 22606 19946 136 3225 17929 24363 21263 18627 31061 18018 11556 17160 5384 18380 3603 26267 21263 33667 3353 34226 83 8005 272 33718 28287 7258 20590 32484 5384 16926 26480 28287 3225 34818 26339 19946 12776 7839 1130 13457 15743 18108 31127 3225 31196 33047 33597 20927 29992 14166 15437 33718 33597 24363 19946 12776 21263 9872 33597 24671 27841 2826 19164 15829 32502 6117 8100 3225 6609 33718 28073 32840 4143 24363 20967 1605 27841 19946 6117 32175 33597 24363 33539 7258 7838 35023 249 6667 19946 12776 3225 34734 9998 880 20967 1605"
75,3,"32974 28015 22596 34567 33104 31397 27812 2730 34808 9872 3011 25920 22651 7258 6618 14167 12117 15583 33933 3225 15259 19715 6798 14965 272 20752 8639 880 15245 33104 23142 27812 33597 33933 5384 681 13044 19946 15081 27633 11065 25918 10139 19946 7839 8728 33597 3166 3225 34937 5384 8564 22651 30931 25559 1467 3792 22671 2799 3744 34448 880 7258 16037 31775 3225 35148 272 11123 26892 68 18627 5160 14965 11065 7559 31441 27633 29039 1749 3225 15720 8005 272 32982 31375 21263 27812 13496 16522 8639 21263 25505 880 30438 11065 24936 7839 11065 7568 7839 34667 33597 33104 23142 3225 10431 272 10078 26085 19000 27812 33597 28360 28905 33718 18627 33597 30251 7677 7258 10682 18534 3136 33597 7559 12117 3225 27421 27812 25187 14167 8389 17850 13623 349 33210 33026 4490 8031 29992 7258 28505 24904 5384 7258 18234 20545 19209 20586 272 4618 1194 7258 33395 17813 30931 3886 8321 21263 9872 33597 30251 15044 21679 16569 34591 27187 22111 3225 17929 15259 31078 33597 1873 23763 249 18334 34069 5384 11722 33104 2826 3225 28670 21263 33104 8098 16061 31486 5384 14314 15402 7258 26169 1701 9283 30931 28816 19946 32108 27335 21263 7559 17850 28476 10782 30931 6294 3744 21263 9042 7839 34503 20704 446 16055 18862 3225 17862 32175 34970 27400 21263 8005 272 33104 32674 17833 33597 9349 12082 29157 27633 4562 6902 15913 32244 24614 35199 28505 5126 7258 12542 9283 30931 17569 3225 17862 33597 15259 16055 1161 20986 9854 20064 33104 32630 21929 7889 19946 33597 20586 19946 18554 27335 27633 22789 34441 12417 25920 249 7258 20380 17813 3225 18764 25920 272 19946 33597 7560 27335 31377 14167 33718 33597 16082 10962 34848 14167 27633 681 32425 5087 18297 17808 19473 11065 15583 9077 5384 33718 8639 33597 2944 7839 26926 29039 12559 3225 15908 1142 13496 5267 18627 20064 7090 20752 8639 21263 9872 29039 18943 15404 5384 19209 29992 7258 7889 7839 8728 33597 3166 249 4324 27335 16880 3225 28816 33304 29334 17850 33597 32795 1654 21263 18829 24094 14970 28505 33924 17850 33597 15073 32937 7839 9403 13166 16435 3225 34937 7378 16148 29039 33718 1991 29977 27335 23914 25187 9872 33597 12871 20064 33597 32176 27456 8639 33597 2944 3225 18764 34808 27812 33597 21679 4800 21263 34937 34448 10078 27035 21263 20789 33597 32176 3603 30931 14923 34471 11901 8096 3136 33597 5049 2346 5384 2506 26276 3225 17862 8564 13785 7839 26606 34448 33597 3166 19721 27633 681 23747 30931 25559 1467 27812 6294 29001 33718 33597 33115 12117 3225 10431 272 18943 30210 27633 2972 13087 17569 7839 7258 2027 32176 249 3459 27335 16880 7839 30856 11065 25918 12559 21263 9872 32175 33563 17390 27492 21263 29039 6891 19946 7839 8728 3225 17569 21263 22789 34441 21263 21420 18166 21263 34102 21263 446 27421 8564 25602 33026 21263 17664 27421 3186 2730 33026 21263 14682 21263 11408 21263 8031 27421 17167 14160 33026 21263 34937 21263 19209 3225 18633 1273 10254 11809 9556 21263 30882 3225"
76,3,"2873 22592 25897 33718 57 6798 5311 33248 941 25897 8491 7258 2183 22235 1194 4576 2873 33718 33597 3006 33047 33597 12548 2906 3225 28287 32329 29992 7258 33395 3166 35023 5384 32329 31040 8005 2933 21263 28287 681 33667 3225 28287 28044 28686 21387 7839 30697 17910 7839 21286 941 3225 28287 32329 17639 16973 7090 7839 21286 11065 3166 3225 26539 1378 13040 22557 3836 7258 5495 16347 23669 33597 32138 3225 28287 17862 25897 21263 32674 272 18334 32160 11904 880 27026 1194 11065 14649 28424 17835 21263 33667 2873 272 11123 23288 33047 20486 26005 19946 33597 14773 5234 7839 9604 8844 35141 33312 7090 3225 28287 4861 22156 18334 26542 24188 13388 33047 8005 25488 21263 28287 33667 33597 28707 3225 28287 26539 26065 33553 2144 32160 27252 3225 22472 24195 681 33734 15263 24082 3225 28287 32329 29992 3083 7839 34220 34890 3603 21263 28287 25897 13945 3225 28287 18764 32329 17639 31321 19946 33597 5872 7558 3225 28287 25897 272 15912 28421 1194 33597 5107 33888 15647 33718 57 6798 21263 2076 11419 32445 3225 33194 22559 5384 3819 33248 19304 4495 35007 7839 13087 12589 13516 2916 34491 35144 31403 14167 6803 33026 33618 3225 18764 31353 30127 7308 13087 33597 24617 33248 33877 17354 12648 8269 5384 15208 13881 13194 5284 33248 30314 25828 8323 27421 19774 33026 35144 27421 27523 33026 12648 3225 2873 31061 25488 5128 25897 33718 29977 33047 8844 8179 28594 3225"
77,5,"6359 15081 24751 24188 25488 23327 7839 22557 33597 15998 3134 880 33597 6055 21263 2598 21263 31397 33047 18022 18083 19946 12776 3225 17929 15756 33047 33597 6055 21263 4558 3525 21263 28940 33597 4275 30584 9709 16952 5384 31061 5940 7839 16335 8005 3225 29559 24188 21870 7258 18440 33718 19777 27421 20578 33026 19946 11844 3225 17929 8904 33047 332 33047 14563 31563 11330 29665 21263 30406 6049 21263 28940 33597 4760 33047 11123 29948 4262 27633 7258 26262 33047 14644 32499 21390 31061 11721 33597 21695 13926 33047 25036 11330 25635 3225 26539 30233 33597 6055 28287 8505 5384 16399 28287 3225 4891 6049 21263 32674 30584 33736 33597 19806 33047 33597 29559 16055 19662 20290 21263 31061 27649 33597 15756 33047 33597 6055 33047 27155 7258 4262 33718 16794 7417 880 22335 15990 3225 29559 26606 32251 4891 3525 7839 16335 33597 6055 7839 4968 19932 7839 33597 4171 32135 11721 13926 3225 28287 34878 11397 7839 3948 7258 1716 843 5384 35014 9709 3948 7258 6780 880 13129 2109 880 22335 25497 21263 28287 7744 27386 21263 11506 20864 33047 33597 11330 30794 33654 21263 33667 33718 7258 1988 3225 10285 10485 23669 22526 6055 18764 4891 3525 33667 83 32450 33597 23985 8098 7839 12605 33597 6055 14314 9282 9709 18440 33312 8005 5384 9282 9709 34062 19946 18022 20219 3225 26539 28940 681 31061 10078 17023 7839 14768 33597 6055 31397 33047 18022 1546 33186 19946 12776 3225 22349 11330 29665 33718 5970 26606 12624 33597 20219 33047 7258 6055 83 30933 7258 4262 28311 11123 843 249 7258 34757 23763 11065 34636 3225"
78,5,"1976 21263 32674 30584 25488 27633 19833 26460 880 11065 19333 249 33597 27921 32160 11065 2097 997 21263 28131 7839 11707 249 33597 21092 12465 6250 33047 33597 32643 3225 28287 16653 16042 7427 7839 33046 17344 6826 33718 4143 9872 29992 3746 83 17344 4772 997 9282 3948 33718 33597 2097 58 3225 28287 32329 26606 28686 12935 33047 20149 7258 11556 1254 9872 25488 19846 1976 31061 28610 83 20732 880 27252 3225 10431 30584 10078 16503 33718 7779 58 14167 28043 21852 3225 28287 18764 33597 25571 22922 31061 5470 7839 9904 18022 24152 17968 29977 24633 33718 17595 3225 9241 272 880 32081 7258 20949 7839 8566 11065 25635 9913 880 27400 33047 7258 29861 20250 5384 23777 17968 7258 9411 15370 3225 26539 19609 7839 4891 27229 1254 7258 9124 6701 5384 31061 15255 332 12465 21263 249 33597 1254 18748 33597 8139 272 2492 880 18083 19946 10602 6443 3225 18764 4891 27981 33667 681 1267 83 1976 23652 7839 18083 33597 8139 31688 12860 16770 21263 18627 30584 23632 8005 19946 18022 2741 3225 4891 27981 33667 11809 28287 10191 27607 2424 8098 9638 33597 3452 9872 10191 23525 10288 83 2424 26606 29992 7839 7880 83 29637 3225 28287 19846 1976 272 16722 23970 681 12869 880 1194 7173 17463 9872 8005 18238 83 681 15056 13211 9872 14466 7839 11065 22709 29686 3225 27242 26002 19846 1976 8139 17929 29284 12871 19609 1976 7839 11065 27767 7173 17463 29269 1254 5384 15432 681 8802 18214 33047 32386 5347 11065 8139 29057 28908 3225 25235 681 30584 20643 7839 19716 1976 17881 33597 8139 19946 6117 31688 21929 1254 3225 18764 1976 20647 7839 30016 33597 10408 21263 18748 28287 10078 8442 30584 11983 24817 27252 28287 3225"
79,5,"17929 3865 26657 30584 29728 7839 3948 34654 7839 28730 5837 12651 33047 33597 27435 21263 35208 17929 11587 5384 17929 24344 23506 17929 11229 3225 30743 456 3897 30584 346 29623 3603 7839 34550 21263 18829 33597 30845 33047 33597 35073 4451 3948 6359 3225 24731 18795 21263 3897 33047 1784 5384 7965 21263 30584 33597 28287 16888 21767 28287 33047 33597 6359 9645 15927 33718 33597 6055 3225 34414 7258 25176 7839 5970 21263 33597 18837 14167 8599 15964 33667 681 3746 7839 29770 8764 7907 17929 3781 9349 9124 3225 3885 13945 83 8005 29992 15522 3394 1194 7258 20671 25123 33600 2218 13547 25036 16055 23197 16055 21263 32674 2628 8279 5384 9219 3168 5970 3225 25079 35111 3885 30584 7839 20196 5384 3897 33718 11123 13658 6055 13547 7258 12424 14266 33080 33718 5970 3225 3885 33080 880 6359 13658 17929 1224 15583 19861 3705 21263 25109 7932 21263 30584 4655 33718 8145 249 29977 6359 20215 14109 7839 26926 33597 26657 7839 33597 27859 3225 6317 32611 21263 33597 28884 33047 25036 1862 7932 21263 33667 30184 9282 3948 28287 7258 22156 33047 5970 28287 33718 33597 4275 14167 5384 83 11123 6359 13966 9282 21286 7258 5872 34987 3225 28287 17929 13966 4451 3948 7258 23904 18529 33047 33597 6055 3225 17929 15388 5384 16082 33047 33597 31000 4451 3948 19946 33597 13966 21263 28287 33667 4891 32611 3225 32015 13658 6055 35208 17929 11587 20064 28730 16459 34550 32269 19329 8728 7258 4555 34160 4239 880 32471 18942 33718 33986 3225"
80,1,"8987 26567 83 19732 3090 9709 16512 31673 11686 32291 18022 11801 33047 33597 15540 33718 16367 3225 34100 33736 943 83 10344 33047 33597 34607 24188 9709 346 10319 880 34591 16024 33047 14729 19861 3225 28287 17929 10941 33230 33734 9709 27922 3603 249 33597 21594 33230 5384 30184 30584 10409 21263 28287 13168 2222 18204 2103 26502 11028 3225 28287 33263 7258 18492 33597 27375 31061 7086 5837 3225 28287 30999 11042 33597 17143 14167 18627 17292 18308 30672 24188 15402 7839 13211 33597 24506 30265 4115 5384 7637 33597 32814 1523 14167 14348 16347 23669 9004 31647 26434 3225 17929 7913 22406 33667 8005 29992 3619 33597 15540 3602 32191 5384 9282 21313 6233 249 33597 31768 3225 18764 7258 8319 13945 11809 28287 19732 30584 4707 11583 83 24195 8005 31061 6350 4451 19525 33597 32153 33047 18022 28400 7839 33597 15540 3225 28287 17929 3705 16520 17910 83 33597 30020 21263 18627 35098 6367 28488 21263 5948 18508 28014 880 33597 32814 26664 3225 8987 33718 22092 13168 33667 19946 12776 83 31756 3619 1194 7258 7037 33047 33597 7913 22406 9282 3948 7086 5384 10319 7839 21397 23010 23663 3225 17929 27375 30584 33061 33178 19946 24182 32051 21263 2109 7797 12794 32210 21263 18627 8005 28940 24188 20794 16166 3225 17929 7913 22406 33667 8005 29992 9709 15522 25880 33047 34591 23652 4084 3225 17929 11678 21263 35199 19732 7037 30469 22157 7592 33718 11433 21263 3253 83 8005 29992 2732 6233 249 32814 27921 3225 11145 33718 33597 5914 33047 33597 10272 26606 33921 11445 6409 8417 21263 7258 10259 27659 34607 3619 1194 19732 3225 13316 7839 11028 21263 14314 35023 7839 24158 27639 24285 27421 31515 30920 33026 30931 33597 25546 35060 27421 7455 25234 33026 30020 3225 7003 16928 20823 33718 23465 27172 33597 27375 33597 28385 7839 9604 22388 33047 9004 31647 32450 8005 30584 17420 16166 2109 11801 16527 3948 30061 2826 7839 33597 29722 19453 3225"
81,1,"17929 282 24694 3462 83 14123 32605 7839 33051 8844 22494 7839 19445 25541 1741 15529 5384 30697 3603 249 33395 17028 2427 7839 17604 19000 3225 4861 30245 4979 21263 33718 15263 2027 5384 4798 8602 21263 33667 33597 282 30584 7839 23671 7258 31021 6865 19946 7369 5384 3385 3225 26433 3379 7839 35023 880 19445 17929 12060 19559 33718 7258 24694 16795 19946 24059 1194 33597 13300 24884 33654 21263 13007 5384 33597 3623 4184 7292 3225 28287 30918 33481 19384 24188 12134 19297 7839 33597 1187 5384 58 33834 21263 28287 33667 17892 3626 34868 21263 30856 33047 33597 19488 19535 28938 34301 3225 24315 13897 58 33665 33718 20534 6114 8098 10023 880 9065 5384 19445 25541 19271 11809 28359 5384 17462 31387 10151 3379 7839 27876 3603 17023 7839 17966 249 19445 25541 1741 18108 8005 13819 13567 15829 33047 27261 33718 7258 10272 21263 3865 15250 28940 3225 17892 34868 13831 33597 12559 33047 5837 7086 1194 14123 27633 28464 1194 33597 24694 27633 28287 31375 8084 21263 31375 33893 28287 3225 17929 24807 4451 3948 18605 7839 58 5384 912 33665 17850 33597 13300 24884 33654 21263 18627 32892 33718 19961 21263 26901 21263 9349 34226 3225 17929 282 24694 28714 83 32175 33597 33429 83 5285 27261 8235 19445 25541 1741 3756 22893 21263 14520 9588 14123 31061 21899 1194 11324 15829 33718 33597 3353 4393 1673 3225 1634 27421 7651 15829 33026 26606 10078 19202 33718 17888 7839 15521 33597 34043 3225 7739 20685 23669 32583 15829 33047 33597 58 33665 10023 11042 2109 1366 33597 25706 33047 19445 9588 8844 35114 3225 17929 3623 33319 4207 1741 21263 25104 21263 16520 17910 83 28311 7258 12082 32825 880 20308 249 19445 25541 1741 272 7258 33395 31009 27633 19833 27633 346 34702 32949 3225"
82,3,"29428 12693 19473 14587 29428 32230 8844 12450 18410 29390 21757 22445 249 11123 34806 5283 23669 21022 17850 5085 3225 11809 28100 11112 2237 29337 5436 21263 4861 20136 21263 16200 18078 21263 29337 22277 2237 25199 18336 21263 28100 21052 2237 9692 33797 21263 34265 14492 27421 23290 33026 21263 34265 11058 2237 29337 33571 21263 29337 17652 2237 4011 21849 21263 4861 16048 21263 4011 12170 3225 34265 172 2237 34265 27125 21263 29337 31905 21263 26114 16832 21263 25199 2623 21263 1389 30731 21263 27427 27048 2237 1389 14810 21263 29337 24310 21263 4011 5811 21263 24037 33841 21263 27427 7861 21263 29337 1993 21263 4011 14736 21263 4861 12905 3225 26238 83 272 7258 11970 4871 880 8844 24438 8414 21263 21022 16840 33597 31822 14314 14380 12903 19308 29990 20586 5384 19304 10712 6174 20752 18078 8825 7839 33597 28385 8375 3225 11112 272 8639 34859 249 33597 14884 5384 1158 7148 18336 9042 18961 7258 7597 18272 17689 3225 29428 16840 1613 19946 33597 4851 249 11123 30731 8366 5384 1194 33597 27880 12117 33597 12787 8098 31397 3225 19831 33571 34585 33178 33841 17850 7258 32907 21263 29428 1739 33597 8366 7839 30993 5384 30931 33597 31708 21263 33597 5872 20961 272 29821 23669 1194 33597 30845 33047 11065 17988 3225"
83,2,"10603 33977 24244 5875 17929 24244 26685 4451 17906 18022 2781 18815 5875 33718 10603 5384 9709 23312 21263 8005 31061 15522 21573 3225 17929 33553 25100 20503 272 26095 1194 31538 1900 3087 5583 3757 33718 7258 20586 249 33597 10544 21767 33047 7258 22560 26247 3225 35148 4451 3948 33597 7559 16435 3602 34677 83 33597 3339 31061 6404 10603 7839 34145 33597 11069 25968 3225 23312 4451 7444 33597 33553 31117 10766 33343 5875 21393 33718 24195 4451 3948 22183 27633 7258 9111 18305 3225 10363 18858 33597 31563 13103 25169 26606 28511 10605 23312 21263 30094 5384 15490 3225 17862 33597 6774 33597 33553 4282 11069 5875 30584 9709 7839 29415 33718 23312 4451 3948 22183 27633 7258 3950 33718 33597 8852 17560 3225 13126 2130 33597 3339 33667 8005 9282 9709 14466 7839 23312 9872 33734 19670 33718 11119 3225 17929 17968 9124 30094 18285 33597 25968 3792 33597 3339 19609 7258 29977 9124 20927 880 15490 7839 34145 33597 18815 5875 3225 9190 10133 21263 23312 24136 32086 33667 11809 28287 4137 26606 380 16816 7427 7839 8880 7247 14314 30697 2826 7839 23312 3225 28287 29951 2424 26606 3632 33718 83 3225 32329 28043 9998 10603 33273 4508 33597 22723 3225 28287 35148 11919 27252 83 33597 24244 26685 21263 18627 30584 7258 4655 2796 3339 21263 2267 16973 7839 30697 7839 33597 31563 4655 2796 17560 33718 33597 10272 3225 28287 17929 14059 22010 7839 23312 33718 29553 33047 2522 360 880 25220 30434 30584 9709 874 26460 9872 8005 30584 31095 83 30332 18957 4451 3948 7086 17850 33597 27187 10603 24787 27812 33597 9797 14415 3225"
